state,title,description,tag1,tag2,tag3,tag4,tag5,tag6,Category,gender,caste,ministry,disabilityPercentage,BPL,eligibility,gov_emp,emp_status,student,occupation,appMode,docReq,FAQs,benefits,DBT,benefit_type,marital_status,differently_abled
Madhya Pradesh,Ashram Schools (Scheduled Tribes),"The scheme ""Ashram Schools"" was launched on 1st January 1966 by the Tribal Welfare and Scheduled Caste (SC) Department of Madhya Pradesh. The scheme provides free accommodation, mess, and education facilities to Scheduled Tribe students.",Scheduled Tribe,Student,Education,Hostel,,,houseShelter,all,ST,all,0,any,"Eligible students must be enrolled in a recognized school, college, or vocational training institute; Minimum academic performance criteria may apply, as specified in the scheme; Proof of enrollment and income certificate of parents/guardians are mandatory; Students receiving another scholarship for the same academic year are not eligible; Preference will be given to students from economically weaker sections and first-generation learners.",any,any,yes,Student,onlineViaCSC,School/College ID; Previous Year Marks Card; Caste Certificate,,1966,no,both,single,no
Haryana,Assistance for Purchase of House (HBOCWWB),"Under this scheme, interest free loan is provided to registered construction workers, who have minimum five year’s regular membership, for purchase or construction of their houses. This facility is available once in lifetime.",House,Building Worker,Construction Worker,Labour,Loan,Interest Free,houseShelter,all,GEN,all,0,no,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,emp,no,Worker,offline,Aadhaar Card; Voter ID; Bank Passbook; Caste Certificate,,200000,no,both,any,no
Goa,Atal Asra Yojana,"""Atal Asra Yojana"" by the Department of Tribal Welfare, Government of Goa provides financial assistance of up to ₹ 3,00,000 to individuals from Scheduled Tribes communities for construction/ re-construction and repairs of the house.",Housing,Repair,Scheduled Tribe,ST,Financial Assistance,Social Welfare,houseShelter,all,ST,all,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,no,Unemployed,offline,Aadhaar Card; Voter ID; Income Certificate; Domicile Certificate; Caste Certificate,,1000,no,both,any,no
Jammu and Kashmir,Bal Ashrams,"The ""Bal Ashrams"" have been established by the Social Welfare Dept, Govt. of Jammu and Kashmir, to create a society free from child labor, where all children receive free, compulsory, quality, and meaningful education. Orphans and destitute children are provided free schooling, boarding and lodging.",Orphan,Shelter,Rehabilitation,Security,Destitute,,houseShelter,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,emp,yes,Any,onlineViaCSC,Caste Certificate,,10000,yes,cash,any,no
West Bengal,Banglar Awaas Yojana (BAY),"""Banglar Awaas Yojana (BAY)"" provides financial assistance to houseless households and those living in kutcha or dilapidated houses, helping them build pucca houses with essential amenities. The scheme offers financial assistance with additional support for toilets and unskilled workdays.",Housing,Citizen Empowerment,,,,,houseShelter,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",yes,any,no,Any,online,Domicile Certificate,,1000,yes,both,any,no
Jharkhand,Birsa Awas Nirman Yojana,"The ""Birsa Awas Nirman Yojana"" by the Welfare Department, Government of Jharkhand, provides financial assistance in three installments for housing construction to Scheduled Tribes, along with a ₹500 incentive for monitoring agencies for timely completion.",Financial Assistance,Housing,Rural Development,,,,houseShelter,all,GEN,Rural Development,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,yes,Unemployed,offline,Aadhaar Card; Voter ID; Income Certificate; Domicile Certificate; Caste Certificate,,1000,no,both,married,no
Tripura,Boarding House Stipend Scheme (Tripura Govt.),"The scheme of ""Boarding House Stipend"" was introduced by the Tribal Welfare Department, Directorate of Tribal Welfare, Govt. of Tripura to improve educational scenario among Scheduled Tribes people.",Stipend,Student,Shelter,,,,houseShelter,all,ST,all,0,any,"Eligible students must be enrolled in a recognized school, college, or vocational training institute; Minimum academic performance criteria may apply, as specified in the scheme; Proof of enrollment and income certificate of parents/guardians are mandatory; Students receiving another scholarship for the same academic year are not eligible; Preference will be given to students from economically weaker sections and first-generation learners.",no,any,yes,Student,online,School/College ID; Previous Year Marks Card; Caste Certificate,,10000,no,both,married,no
Ministry Of Home Affairs,Central Assistance For One Time Settlement Of Displaced Families From PoK And Chhamb Under Prime Minister's Development Package,"A relief and rehabilitation scheme by the Ministry of Home Affairs provides central assistance to the displaced families from PoK And Chhamb and settled in the state of Jammu & Kashmir. The amount of Central Assistance of Rs. 5,49,692/- per family will be distributed through Direct Benefit Transfer.",Rehabilitation,Displaced,Business,Farming,Jammu,Kashmir,houseShelter,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,emp,yes,Entrepreneur,online,Aadhaar Card; Voter ID; Income Certificate,,5000,no,inkind,single,no
Meghalaya,Chief Minister Housing Assistance Programme,The Objective of the 'Chief Minister Housing Assistance Program is to provide durable roofing materials to improve their existing houses to the Economically Weaker Section (EWS) and to provide dwelling houses to the Low Income Group (LIG) families living in the State.,,,,,,,houseShelter,all,GEN,all,0,any,"Applicants must be homeless individuals, slum dwellers, or those residing in kutcha houses as per government records; Proof of residence, income certificate, and land ownership or allotment documents are required; Only families with an annual income below the prescribed limit will be considered; Applicants should not own a pucca house anywhere in the country; Beneficiaries of previous government housing schemes are not eligible.",no,selfEmp,no,Any,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate,,5000,no,both,married,no
Arunachal Pradesh,Chief Minister's Adarsh Gram Yoiana 2017,The Government of Arunachal Pradesh has decided to implement the Chief Minister's Adarsh Gram Yojana 2017 for creating model villages in the state.,Housing,Drinking Water,Electricity At Household Level,Primary School,Primary Health Infrastructure,Internal Roads,houseShelter,all,GEN,Health,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,no,Healthcare,onlineViaCSC,Domicile Certificate; Caste Certificate,,2017,yes,cash,married,no
Madhya Pradesh,Chief Minister's Building and Other Construction Workers Housing (Rural) Scheme,"Launched in 2013, the ""Chief Minister's Building and Other Construction Workers Housing (Rural) Scheme"" provides permanent houses to registered construction workers in rural areas of Madhya Pradesh.",Worker,Construction,Financial Assistance,Housing,Labour,,houseShelter,all,GEN,all,0,yes,"Applicants must be homeless individuals, slum dwellers, or those residing in kutcha houses as per government records; Proof of residence, income certificate, and land ownership or allotment documents are required; Only families with an annual income below the prescribed limit will be considered; Applicants should not own a pucca house anywhere in the country; Beneficiaries of previous government housing schemes are not eligible.",no,emp,no,Worker,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate; Domicile Certificate; Caste Certificate,,2013,no,cash,single,no
Madhya Pradesh,Chief Minister's Building and Other Construction Workers Urban Housing Scheme (MPBOCWWB),"The scheme was revised in 2018, the ""Chief Minister's Building and Other Construction Workers Urban Housing Scheme,"" to provide an additional ₹1,00,000 assistance to eligible construction workers in urban areas, along with grants from the Central and State Governments.",Worker,Construction,Financial Assistance,Housing,Labour,Urban,houseShelter,all,GEN,all,0,yes,"Applicants must be homeless individuals, slum dwellers, or those residing in kutcha houses as per government records; Proof of residence, income certificate, and land ownership or allotment documents are required; Only families with an annual income below the prescribed limit will be considered; Applicants should not own a pucca house anywhere in the country; Beneficiaries of previous government housing schemes are not eligible.",no,emp,no,Worker,offline,Aadhaar Card; Voter ID; Income Certificate; Domicile Certificate; Caste Certificate,,2018,no,inkind,married,no
Madhya Pradesh,Chief Ministers House Rent,"The ""Chief Minister's House Rent"" scheme by the Department of De-notified, Nomadic, and Semi-Nomadic Welfare, Government of Madhya Pradesh, provides ₹1,000 to ₹2,000 per student per month in Bhopal, Indore, Jabalpur, Gwalior, and Ujjain.",Housing,Rent,College,Student,,,houseShelter,all,GEN,all,0,any,"Eligible students must be enrolled in a recognized school, college, or vocational training institute; Minimum academic performance criteria may apply, as specified in the scheme; Proof of enrollment and income certificate of parents/guardians are mandatory; Students receiving another scholarship for the same academic year are not eligible; Preference will be given to students from economically weaker sections and first-generation learners.",yes,any,yes,Student,online,Domicile Certificate; School/College ID; Previous Year Marks Card; Caste Certificate,,5000,yes,inkind,any,no
Madhya Pradesh,Construction Workers Night Shelter Scheme (MPBOCWWB),"The ""Construction Workers Night Shelter Scheme"" by the Labour Department, Government of Madhya Pradesh provides for the construction of night shelters in urban areas and large Gram Panchayats. These shelters are intended for construction workers and their dependent family members.",Building,Construction,Housing,Labour,Worker,Shelter,houseShelter,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,emp,no,Worker,offline,Domicile Certificate; Caste Certificate,,5000,yes,inkind,single,no
Tamil Nadu,Construction of Free Houses for Tribals,"This scheme provides free houses to tribals who already possess free house site pattas. The construction of the houses is carried out by government authorities, ensuring shelter for tribal communities.",Tribal Welfare,Free House Construction,,,,,houseShelter,all,ST,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",yes,any,yes,Any,online,Aadhaar Card; Voter ID; Caste Certificate,,5000,no,inkind,any,no
Ministry Of Housing & Urban Affairs,Credit Linked Subsidy Scheme for Middle Income Group,"Under Credit Linked Subsidy Scheme, beneficiaries of Middle-Income Group (MIG) can seek housing loans from Banks, Housing Finance Companies and other such institutions for acquisition/ construction of house (including re-purchase).",Credit Linked,Subsidy,Loan,House,MIG,CLSS,houseShelter,all,GEN,Finance,0,no,"Eligible applicants must be farmers, fishermen, or self-employed individuals requiring financial aid for equipment purchase; Applicants must provide a detailed proposal explaining the necessity and usage of the equipment; Proof of professional engagement, such as a farmer registration card or business license, is required; Only residents of the state can apply; Applicants must not have received subsidies for similar equipment under government schemes in the past three years.",any,emp,yes,Any,online,Aadhaar Card; Voter ID; Income Certificate; Bank Passbook,,50000,no,both,any,no
Puducherry,"""Advance / High Skill Training"" Component of the ""Development of Industries"" Scheme",The scheme aims to enhance the skill of those who have completed the basic training and are interested in advanced training in their trade or the candidates having technical qualifications willing to undergo some special high skilled training to start their ventures or to get suitable employment.,Skill,Training,Youth,Employment,Stipend,ITI,skillsEmployment,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,selfEmp,no,Worker,onlineViaCSC,Caste Certificate,,15000,no,both,single,no
Puducherry,"""Advance/High Skill Training in Coir"" Component of the ""Development of Coir"" Scheme","""Advance/High Skill Training in Coir"" aims to enhance the skills of Coir artisans and interested individuals. The objective is to acquire the latest skills and modern technologies through advanced/high-skilled training available across various locations in India, offering valuable benefits.",Training,Skill,Coir,Accomodation,Allowance,Trainee,skillsEmployment,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,selfEmp,no,Worker,online,Aadhaar Card; Voter ID; Income Certificate,,15000,no,cash,single,no
Puducherry,"""Advanced Training in Handicrafts"" Component of the ""Development of Handicrafts"" Scheme","Through the ""Advanced Training in Handicrafts"" scheme, candidates will be sponsored for training in other states where the craft is practised to its finest. The training program focuses on enhancing craft skills, enabling participants to acquire advanced techniques and proficiency in their craft.",Training,Handicrafts,Craft,Stipend,Trainee,,skillsEmployment,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,selfEmp,no,Worker,onlineViaCSC,Caste Certificate,,15000,yes,cash,any,no
Puducherry,"""Design Development Training For Master Crafts Persons"" Component of the ""Development of Handicrafts"" Scheme",This scheme aims to enhance the skills of craftspersons in moulding and designing their traditional crafts. The objective is to make these crafts more appealing to customers and increase marketability. The training has a significant impact on the development of modern art and techniques in craft.,Design,Training,Craft,Craftsperson,Allowance,,skillsEmployment,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,selfEmp,no,Worker,online,Aadhaar Card; Voter ID; Income Certificate,,15000,no,both,married,no
Puducherry,"""Entrepreneureship Development Programme (EDP)"" Component of the ""Development of Industries"" Scheme","The scheme aims to to develop entrepreneurship skills by providing training for setting up of the projects. The programmes contains motivating the prospective entrepreneurs, highlight respective projects, the course of actions to taken by them for setting up and successful running their unit.",Entrepreneurship,Entrepreneur,Business,Skill,Training,Vocational,skillsEmployment,all,GEN,all,0,no,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,selfEmp,no,Entrepreneur,offline,Aadhaar Card; Voter ID; Income Certificate,,15000,no,inkind,married,no
Puducherry,"""In-Plant Training"" Component of the ""Development of Industries"" Scheme","""In-Plant Training"" was introduced to create employment opportunities and motivate entrepreneurship among the educated unemployed youth. The trainees acquire the skill by observing, assisting and learning the job on their own in the plant itself, making them acquire better skills in the trade.",Training,Skill,Stipend,Youth,Unemployed,,skillsEmployment,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,selfEmp,no,Worker,online,Caste Certificate,,15000,no,cash,single,no
Puducherry,"""Management Training"" Component of the ""Development of Industries"" Scheme","Through this scheme, management training is imparted as means to enhance productivity. It is imparted to the entrepreneurs / industrialists or their representative in various disciplines namely Financial Management, Marketing Management, Personnel Management, Quality control, etc.",Management,Training,Entrepreneur,Financial,Marketing,,skillsEmployment,all,GEN,all,0,no,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,selfEmp,no,Entrepreneur,offline,Aadhaar Card; Voter ID; Income Certificate,,15000,yes,inkind,single,no
Puducherry,"""Training in Handicrafts"" Component of the ""Development Of Handicrafts"" Scheme","The ""Training in Handicrafts"" Component of the ""Development Of Handicrafts"" Scheme by the Department of Industries and Commerce, Government of Puducherry, aims to create better employment opportunities and enhance the livelihood of the rural poor. The training adopts a Gurukulam model.",Training,Handicrafts,Craft,Stipend,Trainee,,skillsEmployment,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,selfEmp,no,Worker,online,Caste Certificate,,15000,no,cash,married,no
Puducherry,"""Training in Silk"" Component of the ""Development of Silk"" Scheme","The scheme aims to revamp the silk weaving industry and generate employment. It offers comprehensive one-year training to equip individuals with the necessary skills. The objective is to develop silk and silk-based industry, to train rural youth in silk weaving and to generate employment thereby.",Skill,Training,Silk,Industry,Employment,Youth,skillsEmployment,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,selfEmp,no,Worker,offline,Caste Certificate,,15000,no,cash,single,no
Puducherry,"""Vocational Training"" Component of the ""Development of Industries"" Scheme","""Vocational Training"" by the Department of Industries and Commerce, Union Territory of Puducherry aims to create more employment opportunities broadly for the unemployed youth particularly women to pursue wide career openings besides self-ventures by giving training in trades.",Vocational,Training,Skill,Stipend,Unemployed,Youth,skillsEmployment,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,selfEmp,no,Worker,onlineViaCSC,Caste Certificate,,15000,no,cash,any,no
Andhra Pradesh,15 Days Skill Up-gradation Training,"The ""15 Days Skill Up-gradation Training"" scheme aims to provide skill training, safety, and hygiene education for building and other construction workers registered with the Andhra Pradesh Building and Other Construction Workers Welfare Board.",Stipend,Construction Worker,Skill Upgradation,Training,,,skillsEmployment,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,selfEmp,no,Worker,offline,Caste Certificate,,10000,no,inkind,single,no
Assam,Abhinandan Education Loan Subsidy Scheme,"Chief Minister Sarbananda Sonowal launched the Assam Abhinandan Education Loan Subsidy Scheme at the Srimanta Sankardev International Auditorium on 26 December 2019 in the presence of Finance Minister Himanta Biswa Sarma, , several senior officials of the State Finance Department, and bank officials",Abhinandan,Education Loan,Subsidy Scheme,,,,skillsEmployment,all,GEN,Finance,0,no,"Eligible applicants must be farmers, fishermen, or self-employed individuals requiring financial aid for equipment purchase; Applicants must provide a detailed proposal explaining the necessity and usage of the equipment; Proof of professional engagement, such as a farmer registration card or business license, is required; Only residents of the state can apply; Applicants must not have received subsidies for similar equipment under government schemes in the past three years.",any,selfEmp,yes,Worker,offline,Aadhaar Card; Voter ID; Income Certificate; Bank Passbook; School/College ID; Previous Year Marks Card; Caste Certificate,,2019,yes,cash,any,no
Kerala,Advocate Grant,"The Scheme “Advocate Grant” was launched by the Backward Classes Development Department, Government of Kerala during the year 2012-13. Under the scheme, the grant will be provided to law graduates belonging to backward classes facing financial difficulties for starting practice as advocates.",Advocate,Grant,OBC,Law Graduate,,,skillsEmployment,all,OBC,Law,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,selfEmp,no,Worker,online,Caste Certificate,,2012,no,inkind,single,no
Tamil Nadu,Afforestation Schemes Providing Incentives And Employment To Tribals In Forest,"This scheme offers grants to unemployed tribals for afforestation work, providing them with incentives and employment opportunities in forest operations.",Tribal Welfare,Afforestation,Incentives,Employment,,,skillsEmployment,all,ST,all,0,any,Applicants must be unemployed youth or individuals seeking skill enhancement for better job opportunities; Minimum education qualifications vary based on the specific training program; Proof of residence in the state is mandatory; Preference will be given to applicants from economically weaker sections and marginalized communities; Those who have completed similar government-sponsored training programs in the last two years will be ineligible.,any,selfEmp,no,Worker,offline,Aadhaar Card; Voter ID; Caste Certificate,,15000,yes,inkind,single,no
Ministry Of Defence,Agnipath Yojana,"A welfare scheme by the Department of Military Affairs, MoD under which rigorous military training will be imparted to the youth aged between 17.5 to 23 years and meeting other educational, physical, and medical criteria, who are aspirational to be a part of the armed forces.",Youth,Armed Forces,Military,Agniveer,Employment,Indian Navy,skillsEmployment,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,selfEmp,no,Worker,online,Aadhaar Card; Voter ID; Income Certificate,,10000,no,inkind,any,no
Ministry Of Agriculture and Farmers Welfare,Agri-Clinics And Agri-Business Centres Scheme,"A welfare scheme by the Ministry of Agriculture and Farmers' Welfare was launched in 2002. AC&ABC aims at agricultural development, supplementing the efforts of public extension by providing extension and other services to farmers either on a payment basis or free of cost as per the business model.",Business,Entrepreneur,Student,Training,Agriculture,Employment,skillsEmployment,all,GEN,Agriculture,0,no,"Eligible students must be enrolled in a recognized school, college, or vocational training institute; Minimum academic performance criteria may apply, as specified in the scheme; Proof of enrollment and income certificate of parents/guardians are mandatory; Students receiving another scholarship for the same academic year are not eligible; Preference will be given to students from economically weaker sections and first-generation learners.",any,selfEmp,yes,Farmer,offline,School/College ID; Previous Year Marks Card; Caste Certificate,,2002,yes,both,single,no
Ministry of Education,AlCTE - Distinguished Professional Scheme,"AICTE-Distinguished Professionals Scheme has been launched by the All India Council for Technical Education, Ministry of Education to improve the quality of Technical Education in India by utilizing the expertise of Professionals, Emeritus professors & Eminent Personalities to share their knowledge.",AICTE,Student,Honorarium,Technical Education,Professors,,skillsEmployment,all,GEN,all,0,any,"Eligible students must be enrolled in a recognized school, college, or vocational training institute; Minimum academic performance criteria may apply, as specified in the scheme; Proof of enrollment and income certificate of parents/guardians are mandatory; Students receiving another scholarship for the same academic year are not eligible; Preference will be given to students from economically weaker sections and first-generation learners.",any,selfEmp,yes,Worker,onlineViaCSC,School/College ID; Previous Year Marks Card; Caste Certificate,,10000,no,inkind,any,no
Ministry Of Textiles,Amended Technology Upgradation Fund,"The Ministry of Textiles introduced the Amended Technology Upgradation Fund Scheme (ATUFS). This scheme aims to facilitate investment, employment, productivity, quality and import and export substitution in the textile industry.",Investment,Employment,Productivity,Import,Export,,skillsEmployment,all,GEN,all,0,no,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,selfEmp,no,Worker,onlineViaCSC,Caste Certificate,,50000,no,both,single,no
Arunachal Pradesh,Arunachal Pradesh Entrepreneurship Challenge,"APEC will identify, promote, support, and nurture sustainable and locally relevant business ideas and entrepreneurs. The top 10 entrepreneurs selected for the Incubation & Pre-Incubation programmes facilitated by the IIM Calcutta Innovation Park will be awarded up to ₹5,00,000.",Entrepreneurship,Training,Self-employed,Business Venture,Arunachal Pradesh,,skillsEmployment,all,GEN,all,0,no,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,selfEmp,no,Entrepreneur,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate,,5000,yes,both,single,no
Rajasthan,Assistance Scheme For Reimbursement For Expenditure On Visa By Construction Workers For Employment Abroad,"This scheme will be called ""Reimbursement of expenditure incurred on visa for employment abroad to construction workers"". The purpose of this scheme is to provide assistance to the registered beneficiaries employed in building and other construction works for better employment opportunities.",Construction Worker,Employment,VISA,Abroad,Assistance,,skillsEmployment,all,GEN,all,0,any,Applicants must be unemployed youth or individuals seeking skill enhancement for better job opportunities; Minimum education qualifications vary based on the specific training program; Proof of residence in the state is mandatory; Preference will be given to applicants from economically weaker sections and marginalized communities; Those who have completed similar government-sponsored training programs in the last two years will be ineligible.,any,selfEmp,no,Worker,online,Aadhaar Card; Voter ID; Caste Certificate,,15000,no,cash,single,no
Puducherry,"""Immediate Relief Assistance"" under ""Welfare and Relief for Fishermen During Lean Seasons and Natural Calamities Scheme""","The scheme ""Immediate Relief Assistance"" under ""Welfare and Relief for Fishermen During Lean Seasons and Natural Calamities Scheme"" is introduced to extend financial assistance to the fishermen's families to compensate for the loss due to the missing breadwinner and to support them financially.",Missing,Fisherman,Relief,Financial Assistance,Family,,socialWelfare,Male,GEN,Home Affairs,0,yes,Eligible applicants must be registered fishermen who rely on fishing as their primary occupation; A valid fishing license and proof of residence in coastal or inland fishing zones is mandatory; Applicants must not own large commercial fishing vessels; Preference will be given to traditional fishermen using non-mechanized boats; Beneficiaries must not have received financial assistance for fishing equipment in the past two years.,no,any,no,Fisherman,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate; Death Certificate; FIR Copy,,1000,yes,inkind,any,no
Madhya Pradesh,Burial and Ex-gratia Payment Scheme in Case of Death of Unregistered Laborer During Work at Construction Site,"Launched in 2014, the ""Funeral and Ex-gratia Payment Scheme for Unregistered Laborers"" is a welfare scheme by the M.P. Building and Other Construction Workers Welfare Board, Government of Madhya Pradesh, providing funeral assistance and ex-gratia payments in case of death or permanent disability.",Building Worker,Construction Workers,Unregistered Laborer,Death,,,socialWelfare,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,emp,no,Worker,onlineViaCSC,Aadhaar Card; Voter ID; Caste Certificate; Death Certificate; FIR Copy,,2014,no,cash,single,no
Andhra Pradesh,Garuda Scheme for Funeral Expense,"The ""Garuda Scheme for Funeral Expenses"" aims to provide financial assistance for funeral expenses of a deceased Brahmin in their family, where the family has no other means to meet the same. This scheme covers Andhra Pradesh all 13 districts, to meet the funeral expenses of the deceased Brahmi.",Social Welfare,Financial Assistance,Deceased,Brahmin,,,socialWelfare,all,GEN,all,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,no,Unemployed,online,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,1000,no,both,any,no
Karnataka,Incentive For The Intra Caste Marriage within Scheduled Tribe Community,"The scheme ""Incentive for Intra Caste Marriage within the Scheduled Tribe Community"" was launched by the Tribal Welfare Department, Government of Karnataka. The scheme provides an incentive of ₹2,00,000/- to couples who are both from the Scheduled Tribe community but belong to different sub-caste.",Intra Caste,Marriage,Schedule Tribe,Incentive,ST,,socialWelfare,all,ST,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,any,no,Any,online,Aadhaar Card; Voter ID; Caste Certificate,,5000,no,both,any,no
Chhattisgarh,Mukhyamantri Shramik Aujaar Sahayata Yojana,"The Labor Department of Chhattisgarh launched this scheme on October 1, 2010, under the ""Building and Construction Workers Welfare Board."" Tool kits are distributed to construction workers on an annual basis as part of this initiative.",Financial Assistance,Construction Workers,Labour Tools,Building Worker,,,socialWelfare,all,GEN,all,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,emp,no,Worker,offline,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,2010,yes,both,any,no
Jammu and Kashmir,Workers In Case Of His Partial Permanent Disablement-JKBOCWWB,"The ""Workers In Case of Partial Permanent Disablement"" scheme by the JKBOCW Welfare Board, Labour Department, Jammu & Kashmir, provides financial assistance to registered BOC workers in the event of their partial permanent disablement.",Building Worker,Construction Worker,Labour,Disability,Financial Assistance,,socialWelfare,all,GEN,Health,50,yes,"Only individuals with a certified disability (40% or above) issued by a government medical board are eligible; Applicants must provide disability documents along with proof of residence; Income restrictions may apply depending on the scheme type; The scheme may offer financial aid, assistive devices, or vocational training for disabled individuals; Those already receiving disability pensions or benefits from another government program may not qualify.",no,emp,no,Worker,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate; Disability Certificate; Caste Certificate,,1000,no,both,married,yes
Puducherry,"""Fishing Ban Period Assistance"" under ""Welfare and Relief for Fishermen During Lean Seasons and Natural Calamities Scheme""","The scheme ""Fishing Ban Period Assistance"" under ""Welfare and Relief for Fishermen During Lean Seasons and Natural Calamities Scheme"" is introduced with the objective of assisting fishermen families who are deprived of income during natural calamities and fishing ban periods.",Welfare,Relief,Clothes,Fisheries,Fisherman,,socialWelfare,all,GEN,Agriculture,0,yes,Eligible applicants must be registered fishermen who rely on fishing as their primary occupation; A valid fishing license and proof of residence in coastal or inland fishing zones is mandatory; Applicants must not own large commercial fishing vessels; Preference will be given to traditional fishermen using non-mechanized boats; Beneficiaries must not have received financial assistance for fishing equipment in the past two years.,no,selfEmp,yes,Fisherman,onlineViaCSC,Aadhaar Card; Voter ID; Death Certificate; FIR Copy,,5000,yes,both,single,no
Puducherry,"""Immediate Death Relief Assistance"" under ""Welfare and Relief for Fishermen During Lean Seasons and Natural Calamities Scheme""","The scheme ""Immediate Death Relief Assistance"" is introduced with the objective of extending financial assistance to the fishermen's families to compensate for the loss due to the sudden demise of the breadwinner and to support them financially to run their family.",Death,Fisherman,Relief,Financial Assistance,Family,,socialWelfare,male,GEN,Home Affairs,0,yes,Eligible applicants must be registered fishermen who rely on fishing as their primary occupation; A valid fishing license and proof of residence in coastal or inland fishing zones is mandatory; Applicants must not own large commercial fishing vessels; Preference will be given to traditional fishermen using non-mechanized boats; Beneficiaries must not have received financial assistance for fishing equipment in the past two years.,no,any,yes,Fisherman,online,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate; Death Certificate; FIR Copy,,1000,yes,both,married,no
